StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study_Hours,Attendance_Pct,Online_Classes_Taken
4276,Jordan Chase,Female,92.0,20.0,77.0,3.0,Medium,80.0,4.5,59.0,True
8454,Kayla Solomon,Male,70.0,30.0,65.0,1.0,Low,92.0,3.2,67.0,True
6503,Hayley Johnson,Male,85.0,22.0,78.0,2.0,High,87.0,4.3,79.0,False
3804,John Bender,Female,92.0,18.0,86.0,0.0,Low,88.0,4.5,86.0,True
2416,William Christian,Female,82.0,17.0,90.0,3.0,Medium,80.0,1.4,96.0,False
5041,Michael Willis,Male,95.0,8.0,86.0,3.0,Low,68.0,4.6,50.0,False
1724,James Simmons,Male,85.0,12.0,78.0,0.0,Low,62.0,2.4,94.0,True
8412,Christopher Sullivan,Male,92.0,17.0,70.0,1.0,Low,62.0,4.7,58.0,False
5846,Michelle Santos,Male,90.0,15.0,78.0,2.0,High,78.0,4.3,97.0,True
8452,Michael Walters,Female,78.0,8.0,65.0,1.0,Low,78.0,3.5,50.0,True
7305,Jason Anderson,Female,82.0,15.0,82.0,0.0,Medium,88.0,2.7,100.0,True
2326,Unknown Student,Female,85.0,12.0,88.0,1.0,High,62.0,1.8,89.0,True
6989,James Hoover,Female,78.0,12.0,85.0,2.0,Low,92.0,0.7,71.0,True
9841,Julie Garza,Male,85.0,22.0,90.0,3.0,Medium,90.0,4.5,76.0,False
5540,Lisa Williams,Male,90.0,30.0,88.0,1.0,Medium,72.0,2.6,57.0,False
9714,Erica Thomas,Female,85.0,22.0,88.0,2.0,High,78.0,0.4,75.0,True
5724,Calvin Vargas,Male,90.0,10.0,82.0,2.0,High,68.0,2.5,63.0,True
5803,Molly Jones,Female,82.0,10.0,77.0,1.0,Medium,78.0,3.7,51.0,False
4097,Shannon Hogan,Male,85.0,17.0,70.0,2.0,Medium,88.0,1.7,91.0,False
8965,James Fields,Female,85.0,18.0,78.0,0.0,Medium,68.0,3.9,64.0,False
7093,Arthur Johnson,Female,85.0,10.0,88.0,2.0,Medium,68.0,3.1,60.0,False
3986,Collin Edwards,Male,78.0,10.0,90.0,2.0,High,90.0,2.9,78.0,False
7056,Kimberly Smith,Male,92.0,17.0,78.0,1.0,Medium,68.0,1.9,84.0,True
9948,Taylor Moyer,Male,88.0,17.0,82.0,3.0,High,68.0,4.0,96.0,False
6549,Unknown Student,Male,85.0,15.0,78.0,2.0,High,85.0,0.1,89.0,True
8306,David Jimenez,Female,90.0,30.0,78.0,3.0,Low,92.0,2.9,64.0,False
4206,Kyle Coleman,Male,90.0,17.0,77.0,2.0,Low,62.0,1.0,70.0,True
6915,Marvin Cardenas,Female,78.0,8.0,88.0,0.0,Medium,80.0,1.4,72.0,False
8300,Eddie Robertson,Male,92.0,17.0,60.0,2.0,Medium,68.0,4.0,77.0,False
2449,Christopher Taylor,Male,70.0,18.0,60.0,0.0,Low,78.0,3.6,98.0,True
4264,Brenda Bell,Male,70.0,18.0,70.0,1.0,High,85.0,4.2,69.0,False
8593,Ashley Nguyen,Male,85.0,15.0,65.0,2.0,Medium,78.0,0.6,92.0,False
7834,Michael Bailey,Male,85.0,25.0,78.0,2.0,Medium,78.0,5.0,54.0,False
8872,Maria Scott,Female,88.0,17.0,85.0,1.0,Low,88.0,0.1,66.0,True
1958,Katherine Mclaughlin,Male,95.0,17.0,65.0,1.0,High,80.0,1.4,76.0,True
1798,Karen Cruz,Female,88.0,12.0,85.0,2.0,High,68.0,3.8,88.0,True
9908,Jodi Taylor,Female,95.0,18.0,82.0,1.0,High,72.0,2.9,59.0,True
3243,Thomas Mcgrath,Female,95.0,17.0,60.0,1.0,High,87.0,1.1,82.0,True
3277,Kathy Bailey,Male,91.0,12.0,88.0,0.0,Low,85.0,0.1,57.0,True
3108,Karen Wolf,Male,92.0,18.0,65.0,3.0,High,87.0,2.1,98.0,True
2273,Mary Jones,Male,85.0,8.0,78.0,3.0,High,80.0,2.5,82.0,True
4365,Ashley Jordan,Male,78.0,30.0,78.0,2.0,High,85.0,4.7,72.0,False
3630,Lonnie Williams,Male,82.0,22.0,85.0,2.0,Low,80.0,2.6,95.0,True
5617,Michael Poole,Male,82.0,15.0,85.0,3.0,Low,78.0,1.8,87.0,True
8203,David Martinez,Male,78.0,30.0,60.0,0.0,High,72.0,-5.0,200.0,False
3025,Eduardo Miller,Female,90.0,12.0,65.0,1.0,Medium,85.0,2.8,52.0,True
6375,Kristine Williams,Female,88.0,8.0,82.0,1.0,Low,85.0,3.4,78.0,True
7672,Unknown Student,Female,70.0,25.0,85.0,2.0,High,90.0,0.9,93.0,False
2723,Audrey Woods,Female,85.0,12.0,85.0,2.0,High,62.0,2.0,87.0,True
3764,Lauren Brown,Male,95.0,25.0,88.0,3.0,Low,62.0,0.6,77.0,False
5563,Stephanie Merritt,Female,70.0,30.0,77.0,3.0,Medium,78.0,2.6,59.0,False
2770,Rebecca Jones,Male,88.0,17.0,77.0,3.0,Low,68.0,0.1,97.0,True
2117,Isaiah Arnold,Female,85.0,10.0,60.0,3.0,Low,90.0,0.8,89.0,True
2253,Andrea Frey,Female,85.0,25.0,82.0,1.0,Medium,72.0,1.3,71.0,True
1517,Andrew Dudley,Female,90.0,8.0,77.0,1.0,Medium,78.0,2.3,52.0,True
5965,Kenneth Jones,Male,85.0,8.0,65.0,2.0,Low,62.0,2.4,57.0,False
6779,Jeff Phillips,Female,95.0,15.0,78.0,3.0,High,68.0,4.2,72.0,True
6591,Dawn Edwards,Female,90.0,8.0,88.0,1.0,Medium,90.0,0.3,65.0,True
4844,Paige Campbell,Female,91.0,20.0,85.0,2.0,High,90.0,0.8,84.0,False
1612,Belinda Kim,Female,70.0,22.0,70.0,0.0,Medium,80.0,3.5,87.0,True
6504,Ruben Steele,Female,82.0,30.0,65.0,3.0,Medium,90.0,4.8,62.0,False
2234,Bradley Martinez,Male,88.0,18.0,78.0,2.0,Low,62.0,4.0,89.0,True
2552,Alison Williams,Female,88.0,20.0,86.0,2.0,Medium,62.0,1.0,100.0,True
5945,Scott Ferguson,Female,70.0,12.0,88.0,3.0,Medium,62.0,1.3,82.0,False
9971,David Brown,Male,85.0,12.0,65.0,3.0,Medium,92.0,3.3,97.0,False
8133,Unknown Student,Female,95.0,20.0,90.0,0.0,Medium,85.0,3.2,66.0,True
7649,Renee Scott,Male,90.0,10.0,90.0,1.0,High,85.0,2.3,85.0,False
7914,Aimee Green,Male,92.0,10.0,82.0,0.0,High,85.0,3.9,67.0,True
1691,Ricky Jenkins,Female,85.0,15.0,85.0,1.0,Low,85.0,4.3,76.0,False
2479,Kelly Allen MD,Female,78.0,25.0,85.0,3.0,Low,72.0,4.7,83.0,False
9133,Sean Smith,Male,92.0,22.0,85.0,1.0,Medium,88.0,3.7,97.0,True
7928,Robert Johnson,Male,78.0,20.0,65.0,3.0,Medium,78.0,2.0,87.0,True
9034,Susan Russell,Female,90.0,30.0,70.0,0.0,High,92.0,4.8,100.0,True
6947,Ryan West,Female,95.0,18.0,78.0,3.0,High,80.0,3.5,100.0,True
5144,Unknown Student,Female,88.0,30.0,85.0,2.0,High,78.0,1.9,75.0,False
5929,Christina Fitzgerald,Male,92.0,18.0,90.0,0.0,Medium,90.0,4.4,99.0,False
1555,Susan Roberson,Female,90.0,17.0,77.0,0.0,Medium,62.0,4.4,56.0,True
5275,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,80.0,2.3,51.0,True
4010,Jodi Rogers,Female,78.0,15.0,60.0,3.0,Low,85.0,1.6,55.0,True
3585,Michelle Clay,Male,82.0,10.0,86.0,0.0,Medium,78.0,2.4,97.0,True
5270,Jacob Bean,Male,91.0,30.0,82.0,3.0,High,62.0,1.8,75.0,False
4677,Robert Harper,Male,85.0,12.0,86.0,3.0,High,78.0,1.0,94.0,True
1231,Michelle Graham,Female,85.0,17.0,85.0,3.0,Low,92.0,1.0,100.0,False
5717,Seth Johnson,Female,70.0,10.0,60.0,3.0,Low,92.0,5.0,68.0,True
8506,Julia Sanchez,Male,85.0,17.0,65.0,1.0,Low,62.0,3.4,95.0,False
7935,Unknown Student,Female,90.0,20.0,70.0,1.0,High,90.0,4.7,80.0,False
3938,Thomas Yoder,Female,88.0,12.0,77.0,1.0,Medium,68.0,0.4,95.0,False
3323,Christine Mullins,Female,90.0,30.0,78.0,0.0,Medium,85.0,3.7,77.0,False
5312,Timothy Mcbride,Female,82.0,30.0,60.0,0.0,Medium,78.0,3.8,59.0,False
1871,Deborah Reyes,Male,78.0,15.0,90.0,0.0,High,78.0,1.3,95.0,False
8150,Chad Downs,Male,85.0,15.0,78.0,1.0,Low,72.0,2.4,81.0,True
3425,William Hill,Male,95.0,20.0,90.0,2.0,High,68.0,2.5,67.0,True
1067,Makayla Rhodes,Male,70.0,20.0,90.0,1.0,Low,87.0,4.4,51.0,False
2998,Clayton Jones,Female,95.0,17.0,85.0,1.0,High,80.0,0.4,95.0,False
8439,Sean Hernandez,Female,91.0,15.0,88.0,1.0,Low,88.0,4.8,70.0,True
4463,Christine Young,Male,88.0,30.0,78.0,2.0,Low,88.0,1.9,75.0,False
3916,Brian Hale,Male,70.0,20.0,78.0,3.0,High,62.0,3.9,68.0,True
2975,Sandra Hart,Female,85.0,8.0,82.0,3.0,High,90.0,3.3,73.0,True
9021,Christine Curtis,Female,70.0,17.0,82.0,3.0,Low,62.0,0.5,77.0,False
4053,Tara Johnson,Female,70.0,20.0,78.0,2.0,Medium,78.0,3.4,91.0,True
9115,Stephanie Snyder,Male,88.0,17.0,60.0,2.0,Medium,85.0,0.7,76.0,False
5073,Miguel Leblanc,Female,88.0,22.0,78.0,2.0,High,80.0,2.6,82.0,False
7766,Christina Mcintyre,Male,85.0,22.0,82.0,1.0,Medium,88.0,0.4,82.0,True
2866,John Weber,Female,78.0,10.0,60.0,1.0,High,62.0,4.4,69.0,False
3213,Christine Shah,Male,92.0,20.0,78.0,3.0,High,92.0,2.4,59.0,True
8139,Lisa Maynard,Male,90.0,18.0,77.0,0.0,Medium,62.0,0.1,60.0,True
8295,Lisa Lynch,Female,85.0,15.0,77.0,3.0,High,92.0,1.5,75.0,True
6469,Angela Warren,Male,90.0,8.0,60.0,1.0,Low,88.0,3.0,85.0,False
1606,Mary Benson,Female,70.0,17.0,70.0,3.0,Low,80.0,4.7,81.0,True
1994,Yvonne Krueger,Male,70.0,22.0,88.0,2.0,High,85.0,4.5,76.0,False
2915,Keith Bailey,Female,91.0,30.0,77.0,0.0,High,68.0,1.4,62.0,False
6633,Barbara Case,Female,92.0,12.0,90.0,3.0,Low,90.0,4.6,95.0,False
3148,Jamie Torres,Female,70.0,8.0,88.0,1.0,High,88.0,1.0,94.0,True
8911,Justin Jacobs,Male,78.0,25.0,65.0,3.0,Medium,87.0,4.0,81.0,False
4845,Kevin Reynolds,Male,82.0,15.0,78.0,1.0,Medium,90.0,3.4,61.0,True
2043,Michelle Kelly,Female,70.0,20.0,86.0,3.0,High,72.0,1.1,66.0,False
6820,Terry Hernandez,Male,82.0,18.0,65.0,2.0,Low,87.0,3.5,78.0,False
2817,Aaron Duarte,Male,91.0,22.0,85.0,2.0,High,72.0,0.5,90.0,True
3257,Troy Bradford,Male,92.0,17.0,60.0,1.0,High,78.0,1.7,82.0,True
2396,Bobby Wilkinson,Female,95.0,8.0,88.0,3.0,High,72.0,2.1,64.0,True
8025,Juan Lopez,Female,88.0,17.0,70.0,1.0,High,78.0,0.7,50.0,True
2389,Virginia Medina,Female,88.0,8.0,65.0,0.0,High,80.0,3.8,92.0,True
1947,Leah Holmes,Female,70.0,8.0,78.0,2.0,Low,90.0,4.5,50.0,False
9647,Todd Brooks,Male,70.0,17.0,90.0,2.0,Low,88.0,3.3,94.0,False
7627,Madeline Rush,Male,88.0,20.0,78.0,2.0,Medium,62.0,3.6,97.0,True
1383,Nicole Frederick,Male,82.0,22.0,82.0,3.0,Medium,62.0,4.9,57.0,True
7110,Jason Adams,Female,82.0,30.0,85.0,1.0,Low,87.0,2.2,76.0,True
8424,Mallory Fletcher,Female,92.0,22.0,86.0,2.0,Low,92.0,1.8,68.0,True
7187,David Cummings,Male,90.0,30.0,70.0,3.0,High,90.0,2.3,59.0,False
7751,Kelly Suarez,Male,90.0,15.0,60.0,0.0,Medium,92.0,2.2,73.0,False
9502,Drew Morse,Male,88.0,22.0,77.0,0.0,Medium,78.0,3.7,76.0,True
3364,Lauren Stephens,Male,85.0,17.0,65.0,2.0,Low,87.0,3.5,79.0,False
1534,Penny Miller,Male,82.0,30.0,85.0,3.0,Medium,87.0,0.6,86.0,False
1659,Paula Stewart,Male,90.0,30.0,82.0,1.0,Medium,85.0,2.4,100.0,True
3328,Jonathan Johnson,Female,85.0,18.0,82.0,3.0,High,78.0,0.0,85.0,False
2106,Laura Ross,Male,70.0,17.0,86.0,2.0,Low,78.0,4.5,100.0,False
8786,Brandy Wilson,Male,78.0,12.0,77.0,1.0,Low,78.0,0.7,96.0,False
2463,Brittany Briggs,Female,70.0,25.0,60.0,1.0,Low,80.0,4.8,78.0,False
2450,Carl Coleman,Male,85.0,22.0,82.0,2.0,Low,87.0,3.2,55.0,True
9877,Crystal Chandler,Male,91.0,12.0,90.0,1.0,Low,80.0,0.6,84.0,True
1310,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,80.0,3.0,75.0,True
9052,Jesse Barber,Male,95.0,17.0,65.0,0.0,High,72.0,1.6,66.0,True
2878,Julie Jackson,Male,82.0,10.0,82.0,0.0,High,85.0,3.8,59.0,False
3334,Unknown Student,Female,95.0,18.0,60.0,2.0,High,92.0,1.2,88.0,True
9076,Ashley Franco,Female,90.0,18.0,78.0,1.0,Medium,72.0,2.0,76.0,True
7676,Kimberly Calderon,Male,85.0,18.0,70.0,3.0,Low,87.0,1.2,85.0,True
5990,Lisa Brooks,Female,85.0,20.0,70.0,3.0,High,90.0,2.7,60.0,True
9806,Destiny Todd,Female,82.0,17.0,78.0,1.0,Medium,88.0,1.4,60.0,True
1985,Dawn Luna,Female,88.0,22.0,78.0,2.0,Medium,92.0,2.9,82.0,False
8077,Martha Moody,Male,91.0,12.0,88.0,1.0,Low,85.0,4.9,95.0,False
5473,James Torres,Male,95.0,30.0,90.0,1.0,Low,90.0,0.1,94.0,True
2270,Shelly Stuart,Male,85.0,20.0,88.0,0.0,Low,90.0,1.9,99.0,True
3044,Julie Williams,Female,95.0,25.0,77.0,1.0,High,80.0,3.8,93.0,False
4137,Tamara Jones,Male,91.0,18.0,90.0,3.0,Medium,90.0,0.2,81.0,True
1116,Todd Orozco,Male,70.0,20.0,78.0,3.0,Low,78.0,0.9,62.0,True
2070,Jeffrey Torres,Male,90.0,10.0,82.0,3.0,High,72.0,3.6,67.0,True
1378,Chad Colon,Female,82.0,17.0,78.0,2.0,Low,80.0,-5.0,200.0,False
7666,Alan Williams,Female,90.0,12.0,77.0,1.0,Medium,72.0,3.8,96.0,True
4696,Dawn Nguyen,Female,90.0,25.0,90.0,0.0,Medium,85.0,0.3,90.0,True
1456,Andrea Phillips,Female,70.0,15.0,86.0,1.0,Medium,92.0,0.5,65.0,False
1891,Robert Bishop,Female,88.0,17.0,85.0,3.0,Low,78.0,3.8,90.0,False
3045,Melanie Mckinney,Male,85.0,15.0,60.0,2.0,Low,87.0,3.9,53.0,False
1897,Joseph Ellis,Female,91.0,8.0,85.0,2.0,Low,80.0,2.8,68.0,False
7581,Jennifer Smith,Male,91.0,8.0,90.0,3.0,Low,88.0,0.1,74.0,False
8014,Vickie Holloway,Male,95.0,15.0,77.0,2.0,Medium,88.0,1.0,56.0,True
6098,Amber Gray,Male,78.0,17.0,82.0,3.0,Medium,85.0,1.8,50.0,True
1939,Christian Barr,Male,82.0,12.0,78.0,0.0,Medium,92.0,4.9,90.0,True
2120,Kimberly Harrison,Male,92.0,17.0,77.0,3.0,Low,90.0,4.3,76.0,False
5909,Mark Fleming,Female,95.0,10.0,85.0,1.0,High,78.0,1.1,76.0,True
4772,Felicia Carpenter,Female,88.0,25.0,90.0,2.0,Low,90.0,4.0,74.0,True
7558,Rebecca Kelly,Male,85.0,30.0,78.0,2.0,Medium,80.0,2.8,59.0,False
8215,Aaron Walls,Male,91.0,30.0,78.0,1.0,High,92.0,1.4,64.0,False
3855,Mark King,Female,82.0,25.0,65.0,3.0,High,68.0,4.2,56.0,True
6209,Kaitlin Walton,Female,92.0,17.0,86.0,3.0,High,72.0,1.5,59.0,False
5049,Ashley Kaufman,Male,88.0,10.0,70.0,3.0,Medium,92.0,3.6,100.0,False
2062,Megan Bernard,Male,82.0,8.0,70.0,1.0,Medium,72.0,2.3,70.0,False
9609,Kelly Harper,Female,85.0,17.0,82.0,3.0,Medium,88.0,3.2,63.0,True
4325,Daniel White,Female,92.0,8.0,90.0,2.0,Medium,62.0,2.9,73.0,False
7981,John Odonnell,Female,85.0,8.0,60.0,2.0,Medium,90.0,1.4,51.0,True
8236,Whitney Tapia,Male,88.0,20.0,88.0,2.0,High,72.0,2.6,91.0,True
5096,Jeremy Shields,Female,88.0,25.0,86.0,0.0,Low,72.0,4.6,50.0,False
4728,Christine Hamilton,Male,92.0,17.0,90.0,2.0,Low,72.0,3.8,96.0,False
6581,Crystal Proctor,Male,95.0,25.0,60.0,0.0,High,78.0,2.2,85.0,True
7608,Victoria Mcbride,Female,95.0,22.0,78.0,3.0,High,68.0,0.8,71.0,False
7247,Ellen Cross MD,Male,70.0,20.0,70.0,0.0,High,78.0,0.5,76.0,False
5991,David Stevens,Male,88.0,20.0,70.0,0.0,High,88.0,2.4,61.0,True
2138,Frank Brown DDS,Female,88.0,25.0,90.0,2.0,Low,72.0,0.3,53.0,False
2126,Deborah Barajas,Female,88.0,10.0,90.0,2.0,Medium,78.0,0.8,76.0,False
9615,Anita Dougherty,Female,91.0,17.0,77.0,1.0,Low,80.0,3.7,68.0,False
6681,Alicia Watson,Female,70.0,22.0,65.0,0.0,High,68.0,4.5,96.0,False
8501,Deborah Hunter,Female,78.0,22.0,85.0,0.0,Low,80.0,1.2,60.0,False
9810,Morgan Gilbert,Female,90.0,25.0,77.0,0.0,Low,87.0,5.0,54.0,True
9264,Taylor Crawford,Female,70.0,17.0,65.0,2.0,High,72.0,0.2,51.0,True
8567,Danny Sanchez,Female,95.0,8.0,90.0,0.0,High,80.0,1.3,95.0,True
6359,Cory Rosario DDS,Female,85.0,17.0,85.0,2.0,Low,92.0,3.6,78.0,True
8713,Unknown Student,Female,78.0,17.0,78.0,3.0,High,68.0,1.5,84.0,False
3759,Kyle Perez,Male,85.0,18.0,65.0,1.0,Medium,68.0,1.1,52.0,True
8242,Kelly Gibson MD,Male,82.0,20.0,60.0,2.0,Medium,80.0,3.0,53.0,False
4305,Angela Garcia,Male,95.0,25.0,90.0,2.0,High,62.0,0.1,50.0,False
4148,Dylan Vaughan,Male,92.0,20.0,65.0,0.0,High,62.0,2.6,70.0,False
4105,Kevin Santiago,Male,82.0,8.0,60.0,2.0,High,92.0,0.5,70.0,True
1245,Terry Rodriguez,Female,95.0,15.0,60.0,3.0,Medium,92.0,0.3,67.0,False
1719,Chad Mason,Male,92.0,8.0,82.0,3.0,Medium,87.0,3.6,100.0,True
5127,Jessica Ferguson,Male,91.0,30.0,60.0,0.0,Medium,68.0,3.2,94.0,False
8899,Andrew Schroeder,Male,95.0,17.0,86.0,3.0,Medium,62.0,2.6,97.0,True
9248,Jeffrey Garcia,Male,88.0,15.0,86.0,2.0,Medium,92.0,3.7,98.0,True
2300,Jason Hood,Male,78.0,30.0,77.0,2.0,High,68.0,1.9,91.0,True
4900,Sandra Leon,Female,88.0,10.0,78.0,1.0,Low,80.0,2.6,76.0,False
1388,Tyler Mccormick,Male,95.0,30.0,90.0,3.0,Low,80.0,4.5,92.0,True
4644,Megan Murphy,Female,82.0,30.0,65.0,1.0,Low,80.0,0.3,81.0,True
4153,Charles Vincent,Male,78.0,17.0,65.0,2.0,High,88.0,2.7,100.0,True
4871,Mrs. Cindy Sharp DVM,Male,70.0,17.0,82.0,2.0,Low,92.0,1.2,61.0,True
5966,Unknown Student,Female,91.0,17.0,90.0,2.0,Medium,87.0,4.8,73.0,False
7188,Sarah Dixon,Male,85.0,17.0,60.0,2.0,Low,62.0,3.8,76.0,False
7233,Shannon Spencer,Female,88.0,17.0,82.0,0.0,Low,88.0,2.4,71.0,True
8688,Darlene Tapia,Male,78.0,25.0,78.0,1.0,Low,90.0,2.5,76.0,False
7113,Ryan Ball,Female,85.0,18.0,86.0,2.0,Medium,80.0,5.0,57.0,False
3660,Anita Berger,Male,70.0,18.0,88.0,2.0,Low,78.0,3.2,73.0,True
7313,Tom Bradley,Male,92.0,25.0,77.0,1.0,Medium,80.0,3.5,91.0,True
5281,Melinda Cummings,Female,78.0,18.0,90.0,3.0,Low,68.0,0.1,99.0,True
7297,Melissa Donaldson,Female,91.0,20.0,70.0,3.0,Medium,68.0,4.1,66.0,False
9202,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,80.0,3.9,72.0,True
5407,Isaiah Moore,Male,70.0,18.0,78.0,0.0,Medium,80.0,0.5,99.0,False
9600,Jonathan Ramirez,Male,88.0,8.0,65.0,0.0,Medium,68.0,3.5,62.0,False
3981,Mrs. Melanie Mueller,Male,85.0,22.0,90.0,0.0,High,80.0,3.7,98.0,True
5249,Ms. Heather Dean,Female,85.0,22.0,85.0,0.0,High,85.0,0.4,57.0,False
2052,David Malone,Female,85.0,22.0,90.0,1.0,Medium,87.0,0.0,67.0,True
1685,Melissa Brown,Male,92.0,12.0,78.0,0.0,Low,72.0,4.9,98.0,False
8961,Jason Woods,Female,95.0,22.0,60.0,1.0,Medium,90.0,5.0,65.0,False
7528,Rachel Diaz,Female,91.0,15.0,88.0,1.0,High,80.0,2.3,94.0,False
3275,Michael Jones,Male,91.0,20.0,70.0,2.0,Low,92.0,1.8,89.0,False
9436,Taylor Mcgee,Female,92.0,15.0,88.0,1.0,Low,90.0,4.4,97.0,False
8279,Christopher Ray,Male,91.0,17.0,60.0,3.0,High,90.0,2.1,80.0,True
2465,Dr. James Henry DDS,Male,70.0,15.0,65.0,1.0,Medium,85.0,1.1,66.0,False
3016,James Stevens,Male,82.0,17.0,85.0,1.0,High,88.0,3.8,88.0,True
6623,Kevin Marquez,Female,70.0,12.0,60.0,3.0,High,85.0,0.6,55.0,True
2460,Colleen Porter,Female,91.0,25.0,85.0,3.0,Medium,68.0,4.3,74.0,True
6092,Christian Odom,Male,91.0,12.0,90.0,0.0,Medium,90.0,3.9,93.0,True
9515,Calvin Macias,Male,90.0,8.0,78.0,2.0,Medium,90.0,0.7,68.0,True
9189,Kim Fischer,Female,78.0,22.0,82.0,0.0,Low,80.0,3.0,69.0,True
5480,Travis Schultz,Female,92.0,17.0,82.0,0.0,High,90.0,0.8,95.0,True
4687,Bonnie Morris,Male,78.0,17.0,60.0,2.0,Low,68.0,5.0,85.0,False
6528,Tiffany Morris,Female,85.0,30.0,60.0,0.0,High,72.0,3.6,68.0,True
9978,Paul Poole,Female,90.0,10.0,88.0,3.0,High,85.0,2.3,60.0,True
8239,Richard Perez,Female,88.0,10.0,90.0,3.0,Low,92.0,3.7,50.0,False
2670,Bernard Whitaker,Male,70.0,8.0,65.0,1.0,High,90.0,4.9,61.0,True
2922,Melinda Miller,Female,91.0,8.0,65.0,0.0,High,80.0,0.6,75.0,False
5959,Christina Gonzales,Male,70.0,20.0,77.0,0.0,Medium,78.0,1.8,57.0,True
2353,Maria Gray,Male,85.0,12.0,90.0,1.0,Low,88.0,4.9,76.0,False
2549,Mary Bennett,Male,70.0,17.0,60.0,2.0,Low,68.0,0.5,54.0,True
7640,Dr. Erik Pineda,Male,70.0,12.0,70.0,2.0,Medium,87.0,2.6,87.0,True
4399,Sandra Burns,Male,78.0,22.0,65.0,1.0,Low,78.0,4.0,57.0,True
3110,Patricia Hunt,Male,78.0,20.0,70.0,2.0,High,87.0,4.9,76.0,False
6956,Erika Kennedy,Male,70.0,15.0,90.0,2.0,High,72.0,4.5,68.0,False
3291,Timothy Newman,Female,95.0,12.0,88.0,3.0,Low,72.0,1.0,56.0,True
4884,Tanya Bowen,Male,92.0,10.0,82.0,3.0,High,88.0,2.8,87.0,False
5544,Rhonda Davenport,Male,91.0,8.0,85.0,2.0,Medium,85.0,1.9,60.0,False
8472,Cheryl Brown,Male,88.0,8.0,65.0,2.0,High,87.0,3.1,67.0,True
7097,Angela Bridges,Male,70.0,10.0,88.0,0.0,Medium,80.0,4.8,65.0,True
5425,Brandon Rasmussen,Male,82.0,20.0,70.0,0.0,High,90.0,3.2,73.0,False
5476,Ryan Beltran,Male,92.0,18.0,78.0,2.0,Medium,92.0,1.9,56.0,True
3090,Kirsten Davis,Female,85.0,12.0,78.0,0.0,High,62.0,2.8,76.0,True
7064,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,80.0,4.0,82.0,False
5519,Aimee Christensen,Female,88.0,25.0,82.0,2.0,Medium,62.0,3.9,55.0,True
2256,Jessica Howard,Male,90.0,10.0,86.0,1.0,High,85.0,2.8,81.0,True
7946,Lisa Zhang,Male,85.0,17.0,70.0,2.0,Low,87.0,2.0,89.0,True
1119,Jonathan Daniel,Female,88.0,30.0,90.0,2.0,Low,88.0,0.2,78.0,True
9577,Cheyenne Oliver,Male,78.0,17.0,88.0,0.0,High,90.0,4.8,77.0,False
7211,Brianna Henderson,Male,95.0,20.0,88.0,3.0,Low,87.0,1.5,80.0,False
5337,Mark Sanchez,Male,85.0,22.0,60.0,3.0,Medium,72.0,4.1,52.0,False
8999,Melissa Nguyen,Male,95.0,15.0,86.0,1.0,Medium,85.0,1.8,50.0,False
4050,Jeff Carney,Male,95.0,15.0,85.0,0.0,Medium,92.0,0.4,82.0,True
7729,Tammy Tanner,Male,88.0,15.0,65.0,2.0,High,78.0,2.0,69.0,False
8017,Donna Robinson,Male,88.0,18.0,85.0,1.0,Low,78.0,0.8,72.0,False
1095,Eric Wilson,Female,92.0,20.0,90.0,2.0,High,68.0,2.0,97.0,False
6322,Russell Jones,Female,82.0,8.0,65.0,2.0,High,80.0,0.6,72.0,True
4874,Darlene Burton,Male,95.0,8.0,86.0,1.0,Medium,78.0,1.4,81.0,True
8027,Faith Johnson,Male,91.0,10.0,70.0,0.0,High,85.0,3.8,66.0,True
8031,Nathan Miller,Male,85.0,20.0,70.0,3.0,High,92.0,5.0,87.0,True
4758,Donna Fowler,Male,78.0,17.0,78.0,2.0,High,68.0,2.1,89.0,True
2489,Whitney Jefferson,Male,70.0,8.0,70.0,2.0,Low,92.0,1.1,77.0,False
2005,Shane Sanders,Female,85.0,18.0,85.0,2.0,Medium,85.0,4.7,95.0,False
5046,Felicia Cline,Female,85.0,10.0,78.0,1.0,High,90.0,1.1,80.0,False
2650,Jennifer Clark,Female,78.0,18.0,78.0,1.0,Medium,85.0,0.6,92.0,True
3134,Miss Carla Coleman MD,Female,95.0,30.0,86.0,2.0,Low,90.0,1.2,67.0,True
7292,William Nelson,Male,90.0,10.0,86.0,2.0,High,88.0,2.5,91.0,True
4160,Crystal Brown,Female,90.0,20.0,70.0,3.0,Medium,85.0,3.6,98.0,True
9741,Erica Miller,Male,85.0,10.0,90.0,0.0,Low,85.0,4.5,98.0,False
6996,Unknown Student,Female,90.0,8.0,85.0,1.0,Medium,72.0,4.7,82.0,True
9723,Emily Martin,Male,78.0,17.0,70.0,2.0,Low,62.0,2.0,67.0,True
4015,Erica Miller,Male,78.0,22.0,90.0,3.0,Low,80.0,4.4,100.0,False
9254,Wesley May,Female,88.0,25.0,82.0,2.0,Low,87.0,0.9,52.0,True
5781,Christopher Atkinson,Male,78.0,18.0,65.0,2.0,High,92.0,4.9,63.0,True
